Sexo,Edad,Colegio,Ciudad/Cantón,Tiempo libre,Uso de equipos para ver contenido audiovisual,Importancia propia,Compras,Importancia de relaciones sociales,Cratividad ,Vida diaria en redes sociales,R Social mas usada,Por qué la preferencai ,Dispositivo E usado,Info (de que manera buscas),Marca o nombre que se te venga a la cabeza (Video),Marca o nombre que se te venga a la cabeza (musica),Marca o nombre que se te venga a la cabeza (informarte),Marca o nombre que se te venga a la cabeza (entretenimiento),Edad (1 dispositivo electronico),Palabra trabajo ,Al terminar el colegio ,Tener primer trabajo ,Prefeririras ser ,Permanencia en primer trabajo,Aspiraciones salariales,Incentivo de producto (Exclusivo),Incentivo de producto (Reciclado),Incentivo de producto (Aporte al medio ambiente),Incentivo de producto (personalizado),Incentivo de producto (Económico),Pensamiento (A-D),Vinculas éxito personal,Cuanto gastas en un antojo ,Mencion en tus redes sociales ,Puedes llegar a un publico especifico en una red social ,Acpertar difundir contenido en una RS,Demostracion de un producto en publico ,"Informacion de los influencers, piensas:","Toma de decisión, consideras a los influencers ",Que contenido prefieres ver en influencers ,Influencers nacionales,Influencers Nacionales ,Influencers internacionales ,Influencers Internacionales ,Cómo te ves en 10 años ,Estas de acuerdo con: Aborto ,Matrimonio igualitario,Eutanasia,La pena de muerte ,Donación de órganos ,El matrimonio para toda la vida ,La enseñanza religiosa en las escuelas 
Masculino,15,Provincias Unidas del Ecuador,Guayaquil ,internet,Celular,Actitud,Acuerdo,Total acuerdo,9,Imprescindibles ,Facebook,Distracción,Celular ,Buscador,,,,,8,Desarrollo de conocimiento ,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en una empresa local,De 6 meses a un año ,De $451 a $550,2,5,4,4,3,Es importante pero hay que pensar también en el presente,Al reconocimiento social ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Moda ,,,,,Viajando por el mundo,De acuerdo,Imparcial,No estoy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,De acuerdo,Muy de acuerdo 
Masculino,16,Montessori,Guayaquil ,Cine,Celular,Estado físico,Indiferente,Acuerdo,9,Necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Spotify,Google,Facebook,12,Dinero,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en empresa multinacional ,De 6 meses a un año ,De $451 a $550,1,5,5,3,5,Es importante pero hay que pensar también en el presente,Al factor económico ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Deporte ,Jesse Gallardo,Logan y logan,Luisito comunica,Dross rotzank,Viajando por el mundo,Imparcial,De acuerdo,Imparcial,De acuerdo,Imparcial,De acuerdo,De acuerdo
Femenino,17,Americano,Guayaquil ,Ejercicios,Celular,Habilidades,Acuerdo,Acuerdo,5,Necesarias,Twitter,Privacidad,Celular ,Buscador,Youtube ,Youtube ,Google,Instagram ,9,Dinero,Ambas,de 1 a 2 años despues de haberme graduado,Un empleado en empresa multinacional ,De un año a año y medio ,El total del salario basico ,3,3,1,2,3,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Moda ,Paulova Palacios,Scarlett Cordova,Yuya,Paulette,Viajando por el mundo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No estoy de acuerdo
Femenino,17,Sek,Guayaquil ,Lectura,Celular,Apariencia física,Total acuerdo,Total acuerdo,8,Muy necesarias ,Instagram ,Distracción,Celular ,Buscador,Youtube ,Spotify,Safari,Youtube ,10,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Menos de 6 meses ,El total del salario basico ,2,5,4,1,3,Es muy importante ahorrar,A logros personales ,$10.01 - $20,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Poco creíble,Importante ,Moda ,Samantha Intriago,Paulova Palacios,Yuya,Calle y Poche,Con una familia establecida,Imparcial,Imparcial,De acuerdo,De acuerdo,De acuerdo,Imparcial,De acuerdo
Masculino,14,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Televisón,Conocimientos,Total desacuerdo,Indiferente,10,Puedo vivir sin ellas,Facebook,Distracción,Celular ,Buscador,Youtube ,Youtube ,Google,Facebook,9,Aspiración,Ambas,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,De un año a año y medio ,El total del salario basico ,1,4,5,3,2,Es importante pero hay que pensar también en el presente,A logros personales ,$10.01 - $20,Seguro que no ,No ,Puede ser a cambio de un producto ,Por el producto y mostrar la imagen personal,Nada creíble  ,Nada importante ,Académico,,,,La divaza,Trabajando para ser un buen profesional,Poco de acuerdo,No estoy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,Muy de acuerdo ,Muy de acuerdo ,Poco de acuerdo 
Masculino,14,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Computadora,Salud mental,Desacuerdo,Desacuerdo ,5,Muy necesarias ,Instagram ,Popularidad,Celular ,Video,,,,,13,Dinero,Solo trabajar ,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa local,De 6 meses a un año ,De $451 a $550,1,2,3,4,5,,,,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Importante ,Académico,,,,,Trabajando para ser un buen profesional,No estoy de acuerdo,No estoy de acuerdo,Imparcial,Poco de acuerdo,,,
Masculino,15,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Celular,Habilidades,Acuerdo,Total acuerdo,10,Necesarias,Facebook,Distracción,Celular ,Enciclopedias Virtuales,,,,,14,Obligación ,Ambas,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,Más de 2 años,De $451 a $550,3,1,2,5,4,Es muy importante ahorrar,Al factor económico ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Muy importante ,Académico,Enchufe tv,Felipe Crespo,Badabun,Luisito comunica,Trabajando para ser un buen profesional,No estoy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Femenino,14,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Televisón,Habilidades,Acuerdo,Acuerdo,6,Necesarias,Facebook,Facilidad de uso,Ipad/tablet,Buscador,Youtube ,Youtube ,Redes Sociales,Free fire,10,Dinero,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De 6 meses a un año ,Más de $550,1,2,5,4,3,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Probablemente no ,No ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Poco creíble,Poco importante ,Deporte ,Felipe Crespo,,Patty dragena,Luisito comunica,Viajando por el mundo,Poco de acuerdo,Imparcial,Poco de acuerdo,Imparcial,Imparcial,De acuerdo,De acuerdo
Femenino,16,IPAC,Samborondon,RR.SS.,Televisón,Apariencia física,Total acuerdo,Acuerdo,8,Muy necesarias ,Instagram ,Popularidad,Celular ,Buscador,Instagram,Spotify,Twitter,Tik Tok,6,Dinero,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,Más de $550,5,1,2,4,3,Es importante pero hay que pensar también en el presente,Al reconocimiento social ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Importante ,Moda ,Alechblog,Paulova Palacios,Giselle Kuri,Pamella Allier,Viajando por el mundo,No estoy de acuerdo,De acuerdo,Poco de acuerdo,Imparcial,Muy de acuerdo ,Muy de acuerdo ,De acuerdo
Masculino,15,Espiritu Santo,Guayaquil ,internet,Computadora,Salud mental,Indiferente,Acuerdo,6,Necesarias,Instagram ,Facilidad de uso,Celular ,Video,Facebook,Spotify,Wikipedia,Youtube ,13,Vocación ,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De un año a año y medio ,De $451 a $550,5,3,2,1,4,Es muy importante ahorrar,A logros personales ,$10.01 - $20,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Tecnología,,,Luisito comunica,Deryanshow,Trabajando para ser un buen profesional,Imparcial,Imparcial,De acuerdo,De acuerdo,De acuerdo,Imparcial,Poco de acuerdo 
Masculino,15,La G.E.A,Guayaquil ,internet,Celular,Habilidades,Total acuerdo,Total acuerdo,1,Muy necesarias ,Instagram ,Privacidad,Celular ,Redes Sociales,Youtube ,,Wikipedia,Netflix ,10,Aspiración,Solo estudiar ,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,Más de 2 años,El total del salario basico ,5,4,2,3,1,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Probablemente si ,Si ,Puede ser a cambio de un producto ,No lo haría,Lo tomas en consideración ,Importante ,Deporte ,Chito Vera,Logan y logan,,,Viajando por el mundo,No estoy de acuerdo,De acuerdo,No estoy de acuerdo,Imparcial,Muy de acuerdo ,Poco de acuerdo,Muy de acuerdo 
Femenino,13,Provincias Unidas del Ecuador,Guayaquil ,internet,Celular,Habilidades,Acuerdo,Total acuerdo,7,Muy necesarias ,Twitter,Privacidad,Celular ,Buscador,,,,,11,Desarrollo de conocimiento ,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en una empresa local,De 6 meses a un año ,El total del salario basico ,1,3,2,4,5,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Seguro que no ,Si ,No estaría dispuesto,"Si, solo por el producto ",Poco creíble,Importante ,Tecnología,,,,,Con una familia establecida,No estoy de acuerdo,Poco de acuerdo,No estoy de acuerdo,Imparcial,De acuerdo,De acuerdo,De acuerdo
Femenino,13,Provincias Unidas del Ecuador,Guayaquil ,internet,Celular,Conocimientos,Acuerdo,Acuerdo,8,Muy necesarias ,Instagram ,Distracción,Celular ,Buscador,Celular,Celular,Celular,Televisión,10,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,De $386 a $450,2,5,1,4,3,Es importante pero hay que pensar también en el presente,A logros académicos ,$5.01 - $10 ,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Moda ,Gabriela Pazmiño,Mafer Ríos,Pautips,Yuya,Trabajando para ser un buen profesional,No estoy de acuerdo,No estoy de acuerdo,Poco de acuerdo,Poco de acuerdo,De acuerdo,De acuerdo,De acuerdo
Femenino,13,Provincias Unidas del Ecuador,Guayaquil ,internet,Celular,Conocimientos,Acuerdo,Acuerdo,5,Necesarias,Instagram ,Distracción,Celular ,Buscador,Celular,Celular,Noticias ,Celular,10,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,De $386 a $450,5,1,2,4,3,Es muy importante ahorrar,A logros académicos ,$1 - $5,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Académico,Gabriela Pazmiño,Mafer Ríos,Mariale,Yuya,Trabajando para ser un buen profesional,No estoy de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,De acuerdo,De acuerdo,De acuerdo
Masculino,17,Montessori,Guayaquil ,Cine,Celular,Salud mental,Acuerdo,Acuerdo,5,Necesarias,Facebook,Popularidad,Celular ,Buscador,Netflix,Music Downloader,Google,Facebook,11,Desarrollo de conocimiento ,Ambas,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa local,De 6 meses a un año ,De $386 a $450,3,1,2,4,5,Es importante pero hay que pensar también en el presente,Al factor económico ,$20.01 - $30,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Viajes ,Logan y logan,Felipe Crespo,Luisito comunica,Rudy Mancuso,Viajando por el mundo,Imparcial,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Imparcial,Muy de acuerdo 
Masculino,18,Montessori,Guayaquil ,internet,Celular,Salud mental,Acuerdo,Acuerdo,5,Necesarias,Instagram ,Distracción,Celular ,Buscador,Youtube ,Youtube ,Google,Fortnite,8,Vocación ,Ambas,De 6 meses a un año de haberme graduado ,Un empleado en empresa multinacional ,De 6 meses a un año ,El total del salario basico ,2,3,1,4,5,Es importante pero hay que pensar también en el presente,A logros académicos ,$5.01 - $10 ,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Importante ,Viajes ,Logan y logan,Enchufe tv,Luisito comunica,Dross rotzank,Viajando por el mundo,Imparcial,Imparcial,De acuerdo,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Poco de acuerdo 
Masculino,17,La G.E.A,Guayaquil ,Lectura,Celular,Salud mental,Indiferente,Total acuerdo,8,Necesarias,Twitter,Facilidad de uso,Celular ,Enciclopedias Virtuales,Youtube ,Spotify,Google,Netflix ,11,Vocación ,Ambas,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,De un año a año y medio ,De $451 a $550,2,4,5,3,1,Es muy importante ahorrar,A logros personales ,$10.01 - $20,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Viajes ,Napo Mata,,Viviana Alto,Chaz Ortiz,Haciendo estudios de posgrado,Imparcial,Poco de acuerdo,Imparcial,De acuerdo,Imparcial,De acuerdo,Poco de acuerdo 
Masculino,16,Santiago Mayor,Guayaquil ,internet,Celular,Estado físico,Indiferente,Acuerdo,8,Necesarias,Instagram ,Facilidad de uso,Celular ,Buscador,Youtube ,Spotify,Wikipedia,Play Station,12,Obligación ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,Más de $550,5,4,3,2,1,Es muy importante ahorrar,A logros personales ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Lo tomas en consideración ,Poco importante ,Comida ,Enchufe tv,Felipe Crespo,Luisito comunica,Alexo Strecci,Trabajando para ser un buen profesional,De acuerdo,Imparcial,Poco de acuerdo,Poco de acuerdo,Imparcial,De acuerdo,Imparcial
Masculino,15,Provincias Unidas del Ecuador,Guayaquil ,RR.SS.,Celular,Habilidades,Acuerdo,,7,Muy necesarias ,Facebook,Facilidad de uso,Celular ,,Youtube ,,,,14,Desarrollo de conocimiento ,Ambas,,Un empleado en empresa multinacional ,,,5,3,2,1,4,Es muy importante ahorrar,A logros académicos ,$1 - $5,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Poco creíble,Poco importante ,Deporte ,wallas da silva,,Javier Ramirez,Juan de dios Pantoja,Trabajando para ser un buen profesional,No estoy de acuerdo,Poco de acuerdo,,No estoy de acuerdo,De acuerdo,De acuerdo,De acuerdo
Masculino,14,Provincias Unidas del Ecuador,Guayaquil ,Otros,Celular,Actitud,Indiferente,Desacuerdo ,9,Puedo vivir sin ellas,,,,Enciclopedias Virtuales,Youtube ,Youtube ,Wikipedia,Youtube ,,Vocación ,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,Más de 2 años,El total del salario basico ,5,2,3,4,5,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Probablemente no ,No ,Puede ser a cambio de un producto ,No lo haría,Lo tomas en consideración ,Poco importante ,Deporte ,,,Luisito comunica,El rubius ,Ninguna,Imparcial,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,No estoy de acuerdo,No estoy de acuerdo
Masculino,15,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Televisón,Conocimientos,Indiferente,Total acuerdo,7,Muy necesarias ,Instagram ,Facilidad de uso,Celular ,Redes Sociales,,,,,10,Desarrollo de conocimiento ,Ambas,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,Menos de 6 meses ,De $386 a $450,5,2,1,5,4,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Es verdad,Muy importante ,Tecnología,Los trix,,Hola soy german,,Trabajando para ser un buen profesional,No estoy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo ,De acuerdo
Femenino,14,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Celular,Actitud,Acuerdo,Indiferente,8,Necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Youtube ,,Netflix ,10,Desarrollo de conocimiento ,Ambas,Al pasar más de 3 años de haberme graduado,Un empleado en empresa multinacional ,De 6 meses a un año ,El total del salario basico ,3,2,4,1,5,Es muy importante ahorrar,A logros personales ,$5.01 - $10 ,Probablemente no ,Si ,Puede ser a cambio de un producto ,Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Importante ,Académico,Anthony Swag,Carolina Escobar,Luisito comunica,Kylie Jenner,Trabajando para ser un buen profesional,No estoy de acuerdo,Muy de acuerdo,No estoy de acuerdo,No estoy de acuerdo,Poco de acuerdo,Imparcial,De acuerdo
Masculino,15,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Celular,Habilidades,Acuerdo,Total acuerdo,8,Poco necesarias,Facebook,Facilidad de uso,Celular ,Redes Sociales,,,,,12,Dinero,Solo trabajar ,De 6 meses a un año de haberme graduado ,Un empleado en una empresa local,Más de 2 años,De $386 a $450,5,5,4,3,1,Es muy importante ahorrar,A logros personales ,$5.01 - $10 ,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Muy importante ,Deporte ,Los trix,Enchufe tv,NinjaOutreach,Cracks,Viajando por el mundo,Muy de acuerdo,No estoy de acuerdo,Imparcial,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Masculino,16,Provincias Unidas del Ecuador,Guayaquil ,internet,Celular,Conocimientos,Indiferente,Total acuerdo,7,Poco necesarias,Facebook,Privacidad,Celular ,Buscador,,,Internet,Celular,8,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,Menos de 6 meses ,De $386 a $450,1,4,5,1,3,Es muy importante ahorrar,A logros académicos ,$5.01 - $10 ,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Muy importante ,Tecnología,,,El rubius ,,Viajando por el mundo,Poco de acuerdo,De acuerdo,Imparcial,Imparcial,De acuerdo,De acuerdo,Poco de acuerdo 
Masculino,14,Provincias Unidas del Ecuador,Guayaquil ,internet,Computadora,Apariencia física,Indiferente,Indiferente,5,Necesarias,Instagram ,Distracción,Celular ,Buscador,Youtube ,Celular,,,14,Dinero,Ninguna ,Apenas esté graduado/a del colegio,Un emprendedor ,De un año a año y medio ,De $451 a $550,3,4,1,2,5,Es importante pero hay que pensar también en el presente,A logros académicos ,$10.01 - $20,Probablemente no ,No ,Tal vez por algo extra (Dinero),No lo haría,Lo tomas en consideración ,Poco importante ,Deporte ,Los trix,Anthony Swag,Luisito comunica,El rubius ,Trabajando para ser un buen profesional,No estoy de acuerdo,Imparcial,Imparcial,Imparcial,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo 
Masculino,14,Provincias Unidas del Ecuador,Guayaquil ,Lectura,Computadora,Apariencia física,Indiferente,Indiferente,6,Necesarias,Instagram ,Distracción,Celular ,Buscador,Youtube ,Spotify,Noticias ,Netflix ,12,Dinero,Ninguna ,Apenas esté graduado/a del colegio,Un emprendedor ,De un año a año y medio ,De $451 a $550,2,4,3,1,1,Es importante pero hay que pensar también en el presente,A logros académicos ,$10.01 - $20,Probablemente no ,No ,Tal vez por algo extra (Dinero),No lo haría,Lo tomas en consideración ,Poco importante ,Deporte ,Puñetere,La vecina,,,Trabajando para ser un buen profesional,No estoy de acuerdo,Imparcial,No estoy de acuerdo,De acuerdo,Imparcial,Muy de acuerdo ,Muy de acuerdo 
Femenino,17,Logos,Guayaquil ,Cine,Televisón,Apariencia física,Total acuerdo,Total acuerdo,3,Muy necesarias ,Instagram ,Distracción,Celular ,Video,Youtube ,Youtube ,Google,Pinterest,10,Estatus y poder,Ambas,de 1 a 2 años despues de haberme graduado,Un emprendedor ,Menos de 6 meses ,De $386 a $450,1,3,2,5,4,Es importante pero hay que pensar también en el presente,Al factor económico ,$5.01 - $10 ,Probablemente si ,Si ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Es verdad,Importante ,Tecnología,Samara Montero,Anthony Swag,El rubius ,Pautips,Viajando por el mundo,Imparcial,De acuerdo,De acuerdo,Imparcial,De acuerdo,Imparcial,Muy de acuerdo 
Femenino,13,Provincias Unidas del Ecuador,Guayaquil ,RR.SS.,Celular,Conocimientos,Acuerdo,Desacuerdo ,8,Poco necesarias,Facebook,Distracción,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Youtube ,Google,Facebook,12,Obligación ,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De 6 meses a un año ,De $386 a $450,1,3,4,5,2,Es importante pero hay que pensar también en el presente,Al factor económico ,$5.01 - $10 ,Probablemente si ,Si ,Tal vez por algo extra (Dinero),No lo haría,Lo tomas en consideración ,Muy importante ,Viajes ,Samara Montero,Fabiola Veliz,Amir,Alex Zurdo,Viajando por el mundo,No estoy de acuerdo,No estoy de acuerdo,Imparcial,De acuerdo,Imparcial,Muy de acuerdo ,Muy de acuerdo 
Masculino,14,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Televisón,Conocimientos,Indiferente,Acuerdo,5,Muy necesarias ,Facebook,Facilidad de uso,Laptop,Buscador,,,,,10,Dinero,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De un año a año y medio ,De $451 a $550,1,3,5,4,2,Es importante pero hay que pensar también en el presente,A logros académicos ,$20.01 - $30,Probablemente no ,No ,Tal vez por algo extra (Dinero),No lo haría,Lo tomas en consideración ,Poco importante ,Deporte ,,,Hola soy german,Top manias,Trabajando para ser un buen profesional,No estoy de acuerdo,No estoy de acuerdo,Imparcial,De acuerdo,Poco de acuerdo,De acuerdo,Imparcial
Masculino,15,Provincias Unidas del Ecuador,Guayaquil ,Lectura,Celular,Salud mental,Indiferente,Total acuerdo,6,Muy necesarias ,Facebook,Facilidad de uso,Laptop,Buscador,Netflix,Youtube ,Redes Sociales,,13,Dinero,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De un año a año y medio ,De $451 a $550,2,5,3,4,1,Es importante pero hay que pensar también en el presente,A logros académicos ,$20.01 - $30,Probablemente no ,No ,Tal vez por algo extra (Dinero),No lo haría,Lo tomas en consideración ,Poco importante ,Deporte ,Anthony Swag,,Kimberly Loaiza,,Trabajando para ser un buen profesional,No estoy de acuerdo,Imparcial,Poco de acuerdo,De acuerdo,Poco de acuerdo,De acuerdo,Imparcial
Masculino,17,Santiago Mayor,Guayaquil ,RR.SS.,Celular,Estado físico,Indiferente,Acuerdo,6,Necesarias,Instagram ,Otros ,Celular ,Buscador,Youtube ,Spotify,Google,Youtube ,14,Dinero,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De un año a año y medio ,De $386 a $450,3,4,1,2,5,Es muy importante ahorrar,Al factor económico ,$1 - $5,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Poco creíble,Poco importante ,Tecnología,,,,,Trabajando para ser un buen profesional,No estoy de acuerdo,De acuerdo,No estoy de acuerdo,Poco de acuerdo,Imparcial,Muy de acuerdo ,Imparcial
Masculino,18,Santiago Mayor,Guayaquil ,Cine,Celular,Apariencia física,Total acuerdo,Acuerdo,2,Necesarias,Instagram ,Popularidad,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Spotify,Wikipedia,Netflix ,5,Dinero,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,De $386 a $450,2,4,3,1,1,Es muy importante ahorrar,Al factor económico ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Importante ,Moda ,Samara Montero,Jota,Kim Kardashian,La divaza,Con una familia establecida,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Imparcial,De acuerdo,Imparcial,Imparcial
Masculino,17,Santiago Mayor,Guayaquil ,Otros,Televisón,Apariencia física,Indiferente,Total acuerdo,8,Muy necesarias ,Instagram ,Distracción,Celular ,Buscador,Youtube ,Spotify,Google,Play Station,13,Dinero,Ambas,De 2 a 3 años después de haberme graduado,Un empleado en una empresa familiar,De 6 meses a un año ,De $386 a $450,2,4,5,3,1,Es importante pero hay que pensar también en el presente,A logros personales ,$5.01 - $10 ,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,Poco importante ,Tecnología,Logan y logan,Enchufe tv,Hola soy german,Ismael Prego,Trabajando para ser un buen profesional,No estoy de acuerdo,De acuerdo,Imparcial,De acuerdo,De acuerdo,Imparcial,De acuerdo
Masculino,16,Provincias Unidas del Ecuador,Guayaquil ,Ejercicios,Computadora,Conocimientos,Desacuerdo,Total acuerdo,5,Puedo vivir sin ellas,Instagram ,Distracción,Celular ,Redes Sociales,Youtube ,Play Music,Noticias ,Televisión,9,Desarrollo de conocimiento ,Solo trabajar ,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,De 6 meses a un año ,Más de $550,5,4,3,2,1,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Probablemente no ,Si ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Poco creíble,Poco importante ,Deporte ,,,,,Trabajando para ser un buen profesional,No estoy de acuerdo,Imparcial,Poco de acuerdo,Muy de acuerdo ,De acuerdo,De acuerdo,De acuerdo
Femenino,15,Provincias Unidas del Ecuador,Guayaquil ,Televisión,Celular,Actitud,Acuerdo,Acuerdo,4,Necesarias,Instagram ,Facilidad de uso,Celular ,Enciclopedias Virtuales,Youtube ,Youtube ,Google,Series,13,Vocación ,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa local,Más de 2 años,De $386 a $450,3,4,5,3,1,Es muy importante ahorrar,A logros personales ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),No lo haría,Es verdad,Importante ,Viajes ,Samara Montero,Anthony Swag,Lucia Bellido,Sofia Castro,Viajando por el mundo,No estoy de acuerdo,Imparcial,No estoy de acuerdo,De acuerdo,No estoy de acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,14,Provincias Unidas del Ecuador,Guayaquil ,Lectura,Celular,Actitud,Desacuerdo,Acuerdo,8,Poco necesarias,Instagram ,Distracción,Celular ,Buscador,Youtube ,Play Music,Noticias ,Televisión,14,Obligación ,Ambas,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,De 6 meses a un año ,Menos que el salario básico unificado ,3,4,1,2,5,Es muy importante ahorrar,A logros académicos ,$20.01 - $30,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Muy importante ,Académico,Gabriela Pazmiño,Mafer Ríos,Kylie Jenner,Luisito comunica,Trabajando para ser un buen profesional,No estoy de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo ,No estoy de acuerdo,De acuerdo,De acuerdo
